passengerId,passengerId2,numFlightsTogether
8045,694,6
7950,6317,6
7721,7555,6
7616,4716,6
7539,1342,6
6471,2054,6
6049,4942,6
6049,5494,6
5766,2939,6
5494,4942,6
5443,5416,6
5209,4689,6
5101,2964,6
4344,1766,6
4217,2117,6
3988,2668,6
3693,2174,6
3415,727,6
3367,3223,6
3149,271,6
2759,2734,6
2532,210,6
2012,61,6
1482,928,6
1351,905,6
733,709,6
684,293,6
13178,13119,6
12173,6394,6
11276,11272,6
10446,4329,6
10265,10220,6
10181,9300,6
9441,9063,6
9376,167,6
9362,9363,6
8979,8945,6
8729,3187,6
8529,1482,6
8461,5819,6
8353,5789,6
8353,2906,6
8326,1637,6
8262,497,6
8257,3021,6
8209,901,6
8190,7820,6
7384,7306,6
6853,3576,6
6447,2960,6
5982,5978,6
5789,625,6
4451,497,6
3851,1762,6
3679,2295,6
3644,811,6
3315,1142,6
3064,2841,6
2972,2769,6
2783,1337,6
2284,2212,6
2175,247,6
2173,2110,6
2117,614,6
1753,1064,6
1572,1538,6
1358,1313,6
1026,1023,6
762,706,6
13846,13839,6
13119,8882,6
12057,11767,6
11296,620,6
10780,10766,6
10267,855,6
9777,9757,6
9752,6013,6
9645,5330,6
8461,8411,6
8024,3921,6
7902,628,6
7837,582,6
7834,870,6
7605,2625,6
7551,2123,6
6889,6869,6
6529,479,6
6418,5490,6
6089,6015,6
6069,4674,6
6016,2773,6
5793,5792,6
5779,5746,6
5584,3590,6
5490,4388,6
5471,5429,6
5468,5440,6
4957,2112,6
4353,4042,6
3330,2776,6
3278,2776,6
2527,247,6
2447,2410,6
2441,2437,6
2323,147,6
2299,2246,6
2274,2258,6
2199,2183,6
2197,247,6
1314,407,6
795,774,6
766,760,6
749,721,6
592,568,6
440,331,6
400,371,6
12764,12746,6
12323,2548,6
10576,479,6
10480,10458,6
10454,9738,6
9994,1591,6
9738,7627,6
9660,9601,6
9466,7896,6
9271,3021,6
9127,5748,6
9127,4917,6
9063,1678,6
8920,8904,6
8030,222,6
7777,2358,6
7605,7082,6
7191,6471,6
7162,5518,6
7039,6813,6
6879,3930,6
6874,6825,6
6077,5494,6
6069,5443,6
5800,5793,6
5761,4373,6
5787,1569,6
5494,5490,6
5484,5443,6
5434,4346,6
5253,2926,6
5116,4675,6
4737,4675,6
4630,2792,6
4556,595,6
4235,1276,6
3475,3471,6
3356,3300,6
3002,2024,6
2285,2248,6
2090,484,6
1822,1818,6
1500,1417,6
979,945,6
772,366,6
14094,14069,6
13296,5634,6
13249,356,6
12981,12947,6
11572,5201,6
10767,1829,6
10762,10726,6
10460,1673,6
10067,2548,6
10022,1673,6
9932,8263,6
9686,9601,6
9495,5246,6
8353,5277,6
7796,7776,6
7747,7373,6
7661,7060,6
7243,5546,6
6896,2773,6
6825,6817,6
6809,6064,6
6049,2773,6
5954,5734,6
5922,1272,6
5668,3286,6
5448,2941,6
5096,5048,6
4774,191,6
4384,3046,6
4285,2710,6
4200,4170,6
3503,1329,6
3418,3278,6
2993,184,6
2672,2620,6
2544,2201,6
2537,910,6
2276,859,6
2165,2111,6
1288,940,6
1163,1145,6
792,768,6
791,701,6
726,703,6
670,419,6
420,368,6
395,368,6
354,334,6
13911,13903,6
13296,7099,6
13296,7721,6
13272,9540,6
12516,12508,6
12389,6001,6
11807,5955,6
11243,10179,6
11171,6591,6
10389,6813,6
9875,9524,6
9777,7162,6
9495,7656,6
9386,6529,6
8995,8945,6
8674,8025,6
8671,860,6
8006,3090,6
6870,6017,6
6824,6256,6
6428,5408,6
6471,4917,6
6084,4249,6
5771,959,6
5498,5456,6
5482,4468,6
5458,1666,6
5440,2294,6
5422,1548,6
5367,5356,6
5096,5026,6
4671,2728,6
4396,4322,6
4202,1822,6
3492,1046,6
3446,3439,6
3440,1544,6
3162,3123,6
2802,905,6
2759,1465,6
2713,1858,6
2568,610,6
2539,248,6
2298,2246,6
2263,2212,6
1863,932,6
1269,1247,6
1053,1013,6
771,704,6
746,704,6
646,645,6
392,374,6
211,203,6
13848,18,6
13657,12195,6
12570,12553,6
11225,5748,6
10377,3286,6
10310,7837,6
10023,4580,6
10016,1138,6
9985,9364,6
9700,4202,6
9660,6458,6
9083,9050,6
9069,2482,6
8461,2886,6
8399,8010,6
8149,8105,6
7872,3418,6
7801,2097,6
7162,3243,6
6898,6017,6
6882,6616,6
6560,497,6
6486,6412,6
6418,2939,6
6061,5423,6
5996,5946,6
5955,5939,6
5584,4249,6
5219,3545,6
4719,2723,6
4682,4399,6
4673,4655,6
4070,741,6
4056,3416,6
3955,3846,6
3332,3353,6
3002,2012,6
2841,2354,6
2295,2222,6
2090,497,6
1666,975,6
1267,1265,6
888,813,6
760,286,6
766,764,6
395,334,6
13594,13462,6
12144,9157,6
11917,2185,6
11876,222,6
10799,10726,6
10449,10442,6
9482,8803,6
9410,7643,6
9388,9383,6
9242,6027,6
9069,4552,6
8983,7209,6
8956,8904,6
8280,8213,6
8036,7122,6
6585,6531,6
6049,5443,6
6017,5494,6
5966,2773,6
5503,1822,6
5494,1865,6
5478,5440,6
5471,5439,6
5436,5419,6
5319,3858,6
4329,905,6
4178,3920,6
3681,2279,6
3672,3653,6
2911,1332,6
2201,2065,6
1617,627,6
1298,440,6
1056,752,6
1045,360,6
762,724,6
724,366,6
709,704,6
11817,11803,6
11275,9752,6
10975,4749,6
10799,10791,6
10697,10661,6
9751,8399,6
9645,3618,6
9522,6529,6
9405,9404,6
8446,712,6
8197,8171,6
7780,157,6
7629,3292,6
7381,7379,6
7373,2544,6
7082,1635,6
6069,3576,6
6064,5494,6
6041,4911,6
5997,2780,6
5787,5755,6
5499,5438,6
5490,5443,6
5471,5401,6
5439,5448,6
4584,210,6
4373,3120,6
4297,4219,6
3547,972,6
3483,1055,6
3198,3195,6
2501,1034,6
2492,2430,6
1822,191,6
1288,993,6
1025,368,6
901,441,6
876,813,6
797,730,6
791,733,6
761,752,6
763,727,6
680,659,6
368,354,6
13623,9505,6
11895,11834,6
11885,11853,6
11571,9077,6
10548,10535,6
10389,10322,6
10389,7799,6
9987,9969,6
9700,2336,6
9610,9601,6
9282,9252,6
9098,5876,6
8729,174,6
8724,7898,6
8557,2123,6
8299,1413,6
7898,3618,6
7381,7331,6
7327,6915,6
6987,2138,6
6869,6832,6
6560,148,6
6020,1569,6
6013,1678,6
5976,5927,6
5966,5798,6
5522,2345,6
5459,4453,6
4914,4632,6
4675,4628,6
4444,1177,6
4318,2479,6
3368,1960,6
3174,2106,6
2910,2437,6
2869,2556,6
2446,1158,6
1817,950,6
1747,1673,6
1696,1371,6
1056,755,6
876,833,6
771,766,6
764,752,6
764,746,6
13781,13753,6
11833,1263,6
11262,4827,6
11198,1977,6
10541,6447,6
10267,8106,6
10175,3112,6
9977,4632,6
9704,2504,6
9699,4202,6
9300,8609,6
9252,7347,6
8642,2160,6
8461,4627,6
8461,7662,6
7844,6464,6
7810,5544,6
7579,1041,6
7532,3077,6
7209,2945,6
6870,4316,6
6111,628,6
6084,5423,6
6020,5911,6
5996,5912,6
5885,53,6
5668,4627,6
5546,2482,6
5471,2789,6
5455,5434,6
5438,5429,6
5375,5318,6
5111,356,6
4820,2336,6
4230,4226,6
4224,4217,6
3957,311,6
3905,272,6
3735,625,6
3561,3524,6
3527,1662,6
3405,364,6
2857,441,6
2478,2378,6
2106,649,6
1853,1498,6
1328,1320,6
799,705,6
731,313,6
13657,13620,6
12695,4744,6
11378,11315,6
11225,9359,6
10756,6166,6
10708,3582,6
10685,139,6
10512,2545,6
9834,9410,6
9410,8998,6
9421,8684,6
9033,4543,6
8685,6878,6
8596,2065,6
8266,1378,6
8262,1715,6
8114,1164,6
7720,139,6
7342,7331,6
6864,6854,6
5789,2906,6
5734,959,6
5436,5431,6
5435,1666,6
5416,4395,6
5330,191,6
4820,2945,6
4641,3937,6
4566,3874,6
4552,4542,6
4316,1865,6
4072,3503,6
3950,3292,6
3592,3586,6
3529,3513,6
3503,2906,6
3472,2143,6
3439,388,6
2926,2906,6
2868,2857,6
2857,95,6
2600,440,6
2588,1591,6
2534,262,6
2335,130,6
2285,2229,6
2279,1398,6
2074,169,6
1844,1465,6
797,791,6
655,628,6
13492,2408,6
12516,9466,6
12001,6523,6
11198,1151,6
11049,11046,6
10975,5002,6
10328,9495,6
10083,5132,6
9858,8372,6
9685,9629,6
9540,167,6
9421,4713,6
9383,9351,6
9160,1828,6
8552,7538,6
8519,3090,6
8040,6013,6
7919,3243,6
7859,6205,6
7662,6294,6
7484,7406,6
7186,7180,6
6471,4675,6
6096,6008,6
6030,3249,6
6047,4942,6
5873,4802,6
5867,5361,6
5792,5741,6
5748,1747,6
5370,3858,6
5367,3184,6
5355,3926,6
5310,5048,6
4823,3275,6
4036,3180,6
3678,3635,6
3002,2345,6
2669,2620,6
2293,2284,6
2292,2202,6
2223,1398,6
2004,139,6
1769,356,6
1581,369,6
1223,1066,6
1023,752,6
797,766,6
758,732,6
729,726,6
215,211,6
13296,10205,6
13249,13218,6
11784,23,6
11359,157,6
11296,8406,6
10975,8114,6
10753,10705,6
10758,7801,6
10479,10216,6
10365,2545,6
10128,2234,6
9956,2713,6
9701,524,6
9683,9539,6
9659,6548,6
9098,7243,6
9068,6113,6
8209,3330,6
8190,7602,6
8068,732,6
7919,3112,6
7866,3330,6
7801,6541,6
7741,7733,6
7505,5544,6
6874,6824,6
6745,5411,6
6658,5163,6
6047,3544,6
5993,5734,6
5495,5458,6
5319,2605,6
5162,47,6
5156,5122,6
4802,4494,6
4795,3012,6
4293,3112,6
4217,1378,6
3820,1386,6
3662,2469,6
2968,1370,6
2939,1569,6
2869,1608,6
2354,497,6
1343,1321,6
1056,740,6
1066,1014,6
752,364,6
766,751,6
752,730,6
750,719,6
441,95,6
12771,12764,6
11572,8446,6
10523,157,6
10548,10536,6
10541,1505,6
10465,391,6
10022,9359,6
9700,1637,6
9642,9628,6
9540,2548,6
9359,1673,6
8981,8964,6
8909,1740,6
8810,8552,6
8614,3536,6
8562,3223,6
8556,1591,6
8427,6896,6
8363,1490,6
8197,1464,6
8048,6805,6
7951,7068,6
7721,6857,6
6874,6870,6
6854,3576,6
6365,6338,6
6096,4412,6
6096,2759,6
5792,5773,6
5757,2243,6
5522,2024,6
5096,5092,6
4523,3492,6
4391,4314,6
4337,4010,6
4170,3078,6
3880,855,6
3568,3517,6
3317,1911,6
2848,2775,6
1464,556,6
797,724,6
764,739,6
10833,1254,6
10576,4497,6
10415,10434,6
10244,7393,6
9714,9653,6
9664,8824,6
9576,7064,6
9268,5238,6
9212,2443,6
9066,2336,6
8720,3875,6
8598,8228,6
8165,7349,6
8158,7810,6
8006,1064,6
7881,6471,6
7872,901,6
7613,2516,6
7379,7342,6
6885,6836,6
6396,6365,6
5509,5505,6
5490,5426,6
5486,1337,6
5438,5426,6
5435,4044,6
5432,5401,6
4945,3940,6
4646,4552,6
4441,3278,6
4353,1818,6
4248,4219,6
4139,4121,6
3937,2509,6
3590,1078,6
3404,391,6
3180,1693,6
3174,649,6
3149,2522,6
3104,293,6
2988,1082,6
2867,930,6
2718,2097,6
2274,2243,6
2199,2178,6
1992,1911,6
1722,229,6
1531,1160,6
1381,1320,6
1142,613,6
998,952,6
766,763,6
762,709,6
739,364,6
13637,8590,6
13571,7114,6
12057,7319,6
11853,10731,6
11649,391,6
11559,3702,6
11171,1410,6
11194,11148,6
10758,5380,6
10592,10568,6
10394,6447,6
9441,6084,6
9305,1710,6
9114,5925,6
8851,5093,6
8614,5533,6
8584,3223,6
8403,6294,6
8363,6827,6
8317,905,6
8262,6729,6
7602,2857,6
7505,4552,6
7433,7172,6
7191,1617,6
6878,4177,6
6854,6817,6
6777,1343,6
6707,3503,6
6111,1617,6
6001,3544,6
5793,5773,6
5432,5421,6
5046,3977,6
4554,1444,6
4552,3153,6
3919,366,6
3779,3317,6
3779,3716,6
3681,1398,6
2798,2746,6
2012,497,6
631,443,6
191,61,6
13753,7846,6
12043,11562,6
11883,11871,6
11871,5096,6
11572,8556,6
11552,11542,6
11073,11049,6
10975,4514,6
10541,258,6
10377,4552,6
10067,5201,6
10016,6522,6
9875,7657,6
9725,4827,6
9714,4137,6
9410,7243,6
9395,1079,6
8986,8936,6
8590,1200,6
8194,1064,6
7685,625,6
7506,2504,6
7098,4217,6
6898,6854,6
6898,6853,6
6763,6736,6
6063,4412,6
6063,4990,6
6004,4609,6
5977,5734,6
5458,5419,6
5458,5438,6
5421,2789,6
4700,407,6
4553,4513,6
4534,3688,6
4316,477,6
4275,3807,6
4202,191,6
3475,3444,6
2969,1696,6
2798,2026,6
2554,211,6
2323,1607,6
2280,2251,6
2255,2212,6
1696,975,6
1282,1280,6
1254,855,6
848,801,6
797,739,6
826,821,6
731,712,6
484,148,6
364,355,6
13950,12298,6
13221,7661,6
11680,11284,6
11542,11529,6
10737,10712,6
10379,10363,6
10373,7505,6
10377,9069,6
10331,9495,6
9217,6336,6
9069,5544,6
8729,191,6
8515,5207,6
8519,8290,6
7645,908,6
6870,6064,6
6622,4034,6
6622,1021,6
6468,2457,6
5744,2993,6
5681,5630,6
5500,1865,6
5491,4607,6
5422,1444,6
5431,5401,6
5423,2511,6
5096,1240,6
4546,3865,6
4550,4035,6
4072,1329,6
3851,210,6
3752,3716,6
3682,3661,6
3637,592,6
3356,2068,6
3089,1849,6
2939,1464,6
2789,1337,6
2776,625,6
2685,741,6
2560,2545,6
2299,2298,6
2065,1769,6
1992,1942,6
1789,1097,6
1223,333,6
771,750,6
11275,2097,6
10954,7590,6
10376,10338,6
10089,9359,6
9858,9816,6
9700,4451,6
9699,1849,6
9540,8446,6
9259,8964,6
8350,7713,6
8190,3093,6
8068,6100,6
7720,996,6
7363,7342,6
6908,3102,6
6622,3859,6
6208,2124,6
6077,2717,6
5989,4627,6
5769,184,6
5584,5482,6
5479,5431,6
5101,4567,6
4632,2509,6
4309,4012,6
4165,486,6
3851,2532,6
3585,3539,6
3503,3093,6
3412,773,6
3403,1230,6
2571,2521,6
2273,2255,6
1798,1766,6
1351,1332,6
889,802,6
768,766,6
750,727,6
13556,13510,6
13232,1779,6
13265,13217,6
12981,4118,6
12565,12545,6
12555,8961,6
12299,8590,6
11123,8988,6
10989,10937,6
10234,8574,6
10023,3851,6
9225,366,6
8735,5283,6
8664,1977,6
8246,2123,6
8006,5081,6
7551,117,6
7118,1388,6
7099,5111,6
6885,6874,6
5997,4876,6
5979,5923,6
5942,4031,6
5952,5922,6
5522,2945,6
5509,1677,6
5455,1662,6
5372,3802,6
5084,3527,6
4734,3242,6
4650,2581,6
4593,1598,6
4584,4217,6
4468,2906,6
3681,2441,6
3405,746,6
2531,331,6
2277,2247,6
2262,1752,6
1914,1923,6
1057,1023,6
768,760,6
684,299,6
293,266,6
11885,11808,6
11225,6208,6
10806,2100,6
9699,382,6
9679,9624,6
9385,1079,6
8810,2254,6
8475,6783,6
8019,1169,6
7832,3503,6
7790,7733,6
7579,5696,6
7505,5546,6
6878,5966,6
6729,5503,6
6024,4336,6
6001,5440,6
5775,2556,6
5467,5455,6
5426,5412,6
5330,4034,6
5318,5304,6
4377,4331,6
3545,2249,6
3332,1555,6
3330,1940,6
3223,3021,6
3104,2570,6
2573,1298,6
2295,2284,6
2284,2263,6
2279,2263,6
2241,2225,6
2072,53,6
1868,1867,6
1439,1422,6
847,823,6
766,762,6
606,299,6
13549,5332,6
12374,6733,6
11275,1343,6
11276,10310,6
11014,3298,6
10900,2100,6
10661,10253,6
10569,3332,6
10396,10352,6
10377,6805,6
10377,3153,6
10334,1641,6
10368,7860,6
10022,6208,6
9875,7903,6
9340,4389,6
9068,479,6
9068,8679,6
8969,8936,6
8048,3356,6
7820,3735,6
7810,3286,6
7770,2776,6
7579,1378,6
7039,3590,6
6889,6854,6
6864,3544,6
6471,1079,6
6077,4607,6
6017,4607,6
5800,5707,6
5720,184,6
5548,5540,6
5471,5412,6
5456,4904,6
5434,3991,6
5423,2973,6
5132,4318,6
4552,1651,6
4069,1108,6
4059,1818,6
4035,2776,6
4013,930,6
4013,915,6
3413,3122,6
3293,1554,6
3149,231,6
2554,331,6
2568,2522,6
2354,484,6
2295,2255,6
2117,1064,6
2004,121,6
761,707,6
663,625,6
611,276,6
399,363,6
330,315,6
13215,11483,6
11326,5922,6
11239,10043,6
10975,8595,6
10702,5093,6
10573,10507,6
10573,6616,6
10482,10449,6
10067,6067,6
8590,4404,6
8562,8557,6
7866,2776,6
7825,4070,6
7737,942,6
7540,4399,6
7507,4130,6
6975,6931,6
6049,2759,6
5734,477,6
5499,5421,6
5486,1371,6
5459,2097,6
5412,1666,6
5380,628,6
4816,1747,6
4765,239,6
4774,2231,6
4395,4013,6
4347,4308,6
4058,92,6
3889,2468,6
3779,3752,6
3590,3286,6
3479,3451,6
3104,205,6
2467,1057,6
2458,1027,6
2336,191,6
2325,2315,6
2285,2252,6
2234,855,6
1507,1504,6
1248,407,6
978,183,6
792,746,6
746,374,6
374,334,6
13781,628,6
13549,9441,6
13296,13218,6
12323,5212,6
11898,11880,6
11225,9127,6
11105,2685,6
10887,1038,6
10850,8803,6
10083,6522,6
9974,6067,6
9834,4552,6
9828,5055,6
9601,3844,6
9466,4552,6
9114,7814,6
9055,7429,6
8827,4010,6
8262,174,6
8260,2090,6
8269,8208,6
8234,8078,6
8128,1673,6
8114,5459,6
8006,3021,6
7694,7650,6
7645,7606,6
6782,6730,6
6475,3995,6
6080,4170,6
5993,184,6
5594,3292,6
5458,5401,6
5491,5468,6
5491,5490,6
5432,5429,6
5059,5012,6
5056,3880,6
3934,3720,6
3694,172,6
3689,3643,6
3681,1347,6
3675,3635,6
2702,517,6
2699,1503,6
1542,1506,6
1351,940,6
827,802,6
768,763,6
696,602,6
536,529,6
360,366,6
186,173,6
13232,1057,6
12841,10585,6
11883,11817,6
11725,11721,6
11285,435,6
11090,11014,6
10377,3741,6
10310,8851,6
10203,6777,6
9856,1626,6
9810,9482,6
9761,9750,6
9700,2231,6
8729,2012,6
8363,7896,6
7643,3286,6
6897,477,6
6827,2201,6
6825,4674,6
6459,4502,6
6075,1884,6
5866,5841,6
5793,5775,6
5734,997,6
5522,5330,6
5459,5409,6
4719,529,6
4656,1479,6
4611,1521,6
4353,2783,6
4373,4025,6
4353,2789,6
4297,4217,6
4292,4285,6
4059,1314,6
3509,2212,6
3483,701,6
3399,3380,6
3180,684,6
3104,440,6
2992,2988,6
2447,2430,6
2276,2225,6
2024,191,6
1465,1432,6
1369,1337,6
792,759,6
493,456,6
13564,13272,6
13609,13602,6
13296,9994,6
13160,8326,6
11767,7007,6
11192,1739,6
11074,11049,6
10818,2207,6
10819,7919,6
10798,10726,6
10767,10760,6
10482,10442,6
10325,9069,6
10205,4685,6
10130,5747,6
9664,9665,6
9624,9610,6
9493,4917,6
9271,8257,6
8270,4862,6
8057,7661,6
7098,7060,6
7076,4217,6
6897,6854,6
6857,4957,6
6729,2354,6
6707,3093,6
6729,5330,6
6084,5283,6
6052,1677,6
6024,4364,6
5793,5718,6
5764,5705,6
5758,5725,6
5503,4451,6
5497,871,6
5496,5402,6
5455,5422,6
5432,4083,6
5426,5404,6
4972,4614,6
4735,1115,6
4552,391,6
4502,4420,6
4361,4046,6
4316,4017,6
3654,3635,6
3436,3402,6
3399,3367,6
3123,2681,6
3078,1454,6
2998,2909,6
2906,1208,6
2699,1581,6
2293,2273,6
2244,2243,6
2221,2223,6
1994,53,6
1053,739,6
977,972,6
915,407,6
786,774,6
650,299,6
13432,4115,6
11938,3524,6
11883,11876,6
11883,10767,6
11572,5634,6
11513,10308,6
11046,11027,6
10535,9758,6
10490,10457,6
10205,1591,6
10128,167,6
10037,10023,6
9994,356,6
9713,9505,6
9410,1389,6
9223,5538,6
8411,5590,6
8194,728,6
7983,5653,6
7801,1678,6
7612,7068,6
7586,7533,6
7507,5459,6
7369,1319,6
6733,42,6
6652,1511,6
6136,3970,6
6071,4969,6
6069,4969,6
5885,1963,6
5538,2234,6
5495,5429,6
5494,5468,6
5464,2511,6
5456,4042,6
4696,4609,6
4584,1064,6
4399,4017,6
3180,610,6
3151,2175,6
2467,2405,6
2284,2273,6
1975,1923,6
1532,247,6
1539,1386,6
1095,759,6
1001,752,6
852,807,6
724,374,6
435,58,6
362,366,6
14044,14008,6
13296,13284,6
13249,10205,6
13160,12555,6
11917,4707,6
11871,1829,6
11466,10758,6
11290,11070,6
11225,80,6
10767,2437,6
10697,10616,6
10460,335,6
10294,3545,6
9977,8017,6
9954,23,6
9755,7526,6
9777,8017,6
9441,1024,6
8961,5207,6
8424,888,6
8202,5867,6
8121,3432,6
7810,6067,6
6978,5803,6
6884,6864,6
6583,6523,6
6075,5494,6
6049,3576,6
6001,5443,6
6001,5481,6
5978,2556,6
5943,628,6
5793,5741,6
5560,979,6
5538,4274,6
5482,441,6
5491,5478,6
5012,1947,6
4774,148,6
4646,1046,6
4364,4025,6
4361,4329,6
4084,4032,6
3998,3991,6
3578,2263,6
3519,2544,6
3493,1528,6
3440,701,6
3332,1115,6
3104,248,6
2993,1817,6
2532,736,6
2437,141,6
1791,1783,6
1542,1287,6
1056,746,6
962,905,6
760,374,6
764,763,6
763,762,6
749,719,6
610,205,6
385,378,6
368,328,6
276,274,6
13251,9217,6
12338,11211,6
11111,11101,6
10819,9258,6
10454,7866,6
10449,953,6
10368,1677,6
10037,6987,6
10016,7677,6
9672,9649,6
9634,9624,6
9618,8824,6
9223,9212,6
8786,8703,6
8375,7894,6
8368,4917,6
8353,7318,6
8289,1208,6
8262,3028,6
8190,5509,6
7799,398,6
7716,4439,6
7661,2548,6
7602,5411,6
6993,6972,6
6827,1413,6
5812,1531,6
5500,5416,6
5432,4012,6
4453,932,6
4399,4012,6
4316,1884,6
4147,517,6
4056,1490,6
3662,3651,6
3436,3173,6
3198,3159,6
2289,2214,6
2288,2062,6
2285,2227,6
2197,2153,6
2111,652,6
1696,930,6
1542,1247,6
1236,1084,6
755,364,6
673,641,6
13620,7321,6
12113,524,6
11610,2476,6
10802,6347,6
10465,5002,6
10267,6529,6
9749,4810,6
9683,6827,6
9642,9611,6
9321,7902,6
8995,8956,6
8584,8017,6
8424,4689,6
8326,8329,6
7727,7714,6
7543,2988,6
7379,7331,6
6898,6869,6
6855,477,6
6447,2926,6
6242,4983,6
6016,4990,6
6001,4942,6
5448,5402,6
5448,5421,6
3910,1200,6
3907,3297,6
3709,3412,6
3668,2062,6
3618,1849,6
3558,1417,6
2717,915,6
2276,2241,6
2243,2233,6
2088,1452,6
1563,1352,6
1554,1452,6
1243,331,6
1041,863,6
874,847,6
868,801,6
761,739,6
14044,14023,6
13276,9445,6
13249,2588,6
13221,5111,6
10449,10440,6
9828,2851,6
9725,5162,6
9693,9642,6
8729,6729,6
8551,942,6
8399,5669,6
8297,4798,6
7001,2723,6
6987,1138,6
6951,5015,6
6876,2939,6
6293,2112,6
6049,3544,6
5989,5910,6
5977,2773,6
5792,5727,6
5684,5630,6
5596,451,6
5499,5435,6
5490,4042,6
5490,4627,6
5482,2926,6
5439,5414,6
5414,5401,6
5411,3330,6
5333,4522,6
4202,1715,6
3861,2596,6
3820,2719,6
3698,1343,6
3330,2857,6
3188,2527,6
2992,2802,6
2932,2437,6
2792,1853,6
2440,2411,6
2335,2315,6
2278,2205,6
1976,1903,6
1673,331,6
1643,1444,6
847,852,6
758,719,6
772,709,6
662,648,6
167,64,6
13571,5111,6
13194,2485,6
12893,12868,6
12594,12586,6
11370,11011,6
11296,11272,6
11243,391,6
10786,10718,6
10722,1434,6
10576,3021,6
10271,1342,6
10206,218,6
8867,1490,6
8588,8552,6
7983,7950,6
7737,2185,6
7543,4344,6
6633,6043,6
5471,5419,6
5466,5419,6
5438,5401,6
5412,4011,6
5434,2544,6
4689,888,6
4645,4243,6
4393,3528,6
3963,3940,6
3694,2425,6
2959,1666,6
2573,331,6
2545,248,6
2500,2464,6
2158,137,6
2097,1927,6
1947,778,6
1544,1042,6
1025,758,6
768,764,6
716,730,6
525,203,6
13896,13878,6
13781,10585,6
12862,9157,6
12338,2588,6
12195,7395,6
12144,12130,6
12113,1449,6
11323,9738,6
11280,4917,6
11243,7951,6
10576,10548,6
10097,10089,6
9386,479,6
9062,8541,6
8595,1024,6
8590,3910,6
8529,8513,6
8007,3491,6
7950,4675,6
7776,3284,6
7662,5584,6
7376,1972,6
7162,3416,6
7002,1429,6
6874,6809,6
6858,6836,6
6857,4770,6
6529,6180,6
6294,5911,6
6071,1865,6
5957,932,6
5797,5718,6
5761,1817,6
5544,3356,6
5509,3590,6
5486,4025,6
5484,2939,6
5479,5432,6
5486,4053,6
5383,1982,6
5330,148,6
4393,3665,6
4364,4059,6
4344,4330,6
4319,3205,6
3622,291,6
3568,3525,6
3410,1095,6
2957,2954,6
2570,248,6
2539,2521,6
2247,1413,6
2240,2233,6
2186,2178,6
1813,962,6
1057,1031,6
749,731,6
716,706,6
187,173,6
13564,8057,6
12881,4854,6
11871,1033,6
11275,4749,6
11074,11011,6
10812,9152,6
10083,10046,6
10058,10017,6
9744,366,6
9699,5522,6
9704,5942,6
9676,5603,6
9421,4675,6
8684,4827,6
8262,3064,6
7866,3418,6
7868,3278,6
7138,1904,6
7001,529,6
6001,4674,6
5797,5708,6
5775,3967,6
5584,5505,6
5484,407,6
5484,5440,6
5458,4044,6
5456,2959,6
5440,4942,6
5092,5026,6
4329,4032,6
4202,1849,6
3735,2906,6
3668,53,6
3571,3547,6
3298,2869,6
2992,2905,6
2841,497,6
2539,2522,6
2290,2271,6
2213,2216,6
2123,290,6
2117,736,6
2106,132,6
1696,915,6
1367,1322,6
799,729,6
761,730,6
247,246,6
13669,13657,6
12841,10989,6
11552,11529,6
11176,11101,6
10819,3589,6
10809,7307,6
10798,10791,6
10644,10661,6
10394,10016,6
10325,7810,6
9282,9212,6
9223,3589,6
9063,1218,6
9050,5332,6
8965,8945,6
8961,3278,6
8030,1966,6
8045,3558,6
7640,595,6
7551,2530,6
7520,3807,6
7505,2068,6
6729,2024,6
6208,1747,6
6069,5500,6
6001,3576,6
5977,5724,6
5798,2734,6
5741,362,6
5668,2068,6
5481,4990,6
5458,5429,6
5277,5093,6
5232,3012,6
4903,3861,6
4399,4016,6
4395,4083,6
3698,2441,6
3658,2504,6
3367,1254,6
3104,215,6
2953,1374,6
2857,1646,6
2717,1314,6
2674,1598,6
1762,1342,6
1740,1196,6
1580,1563,6
1247,1228,6
1095,739,6
988,972,6
719,313,6
730,701,6
706,704,6
13249,5634,6
11450,11011,6
10536,3243,6
10325,2068,6
10244,9101,6
10107,8048,6
10022,8684,6
9784,9704,6
9359,9127,6
9063,4514,6
9068,6956,6
9066,3618,6
9063,8114,6
8642,8317,6
8353,5423,6
8194,6548,6
8014,4881,6
7834,5575,6
7605,4468,6
7342,2443,6
5977,950,6
5800,5797,6
5466,1696,6
5468,5423,6
5429,5419,6
4700,4627,6
4552,3861,6
4514,1024,6
4502,3755,6
4497,4468,6
4359,2719,6
4373,4011,6
4200,1472,6
4170,2544,6
4082,4038,6
3576,2717,6
3536,2222,6
3436,3405,6
3015,2760,6
2626,968,6
2586,415,6
2503,863,6
2262,2206,6
2245,2243,6
1993,1914,6
1482,1371,6
1369,1310,6
1211,968,6
823,806,6
766,739,6
740,366,6
13296,6733,6
13221,1591,6
12276,7581,6
11917,9063,6
10644,6447,6
10536,9758,6
10271,1321,6
10089,1673,6
10054,10046,6
9684,9602,6
9645,2336,6
9665,9602,6
9517,5560,6
9063,6783,6
8960,8920,6
8411,7605,6
8363,4441,6
8353,7770,6
6805,2068,6
6733,5111,6
6548,1138,6
6418,6020,6
6113,5533,6
6030,2728,6
5993,3120,6
5966,5720,6
5416,2511,6
5015,2401,6
4650,2495,6
4353,4044,6
4249,281,6
3820,1209,6
3442,721,6
